FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1484247|House Rock|Summit|VA|51|Bath|017|380546N|0794410W|38.0962368|-79.7361608|||||1137|3730|Bath Alum|09/28/1979|
1484266|Huffs Trail|Trail|VA|51|Bath|017|375428N|0794822W|37.907905|-79.8061617|||||497|1631|Healing Springs|09/28/1979|
1484320|Indian Draft|Valley|VA|51|Bath|017|380245N|0793630W|38.0459603|-79.6083789|380520N|0793737W|38.0890153|-79.6269909|425|1394|Green Valley|09/28/1979|
1484322|Indian Fort Trail|Trail|VA|51|Bath|017|380024N|0795137W|38.0067922|-79.8603317|||||657|2155|Warm Springs|09/28/1979|
1484330|Indian Hill Church|Church|VA|51|Bath|017|375434N|0794431W|37.9095724|-79.7419924|||||388|1273|Nimrod Hall|09/28/1979|
1484429|Jerry Run|Stream|VA|51|Bath|017|380304N|0795155W|38.051236|-79.8653323|380239N|0794827W|38.0441667|-79.8075|509|1670|Warm Springs|09/28/1979|
1484447|Jewel Hole|Valley|VA|51|Bath|017|381345N|0794714W|38.2292902|-79.787275|381425N|0794807W|38.2402778|-79.8019444|638|2093|Sunrise|09/28/1979|
1484448|Jim Dave Run|Stream|VA|51|Bath|017|380658N|0795220W|38.1162352|-79.8722775|380948N|0795139W|38.1634569|-79.8608885|546|1791|Warm Springs|09/28/1979|
1484454|Joe Hollow|Valley|VA|51|Bath|017|381140N|0794846W|38.1945681|-79.8128313|381252N|0794932W|38.2144444|-79.8255556|625|2051|Sunrise|09/28/1979|
1484457|John Bolar Draft|Valley|VA|51|Bath|017|380020N|0795733W|38.00568|-79.9592246|380037N|0795833W|38.0102778|-79.9758333|502|1647|Mountain Grove|09/28/1979|
1484461|John Landes Hollow|Valley|VA|51|Bath|017|380459N|0795351W|38.0831798|-79.897556|380508N|0795640W|38.0855556|-79.9444444|535|1755|Mountain Grove|09/28/1979|
1484464|John Wesley United Methodist Church|Church|VA|51|Bath|017|380334N|0794822W|38.0595699|-79.8061632|||||628|2060|Warm Springs|09/28/1979|06/11/2007
1484482|Johnson Hollow|Valley|VA|51|Bath|017|380032N|0795728W|38.0090133|-79.9578358|380104N|0795902W|38.0177778|-79.9838889|509|1670|Mountain Grove|09/28/1979|
1484510|Jordan Hollow|Valley|VA|51|Bath|017|380552N|0793410W|38.0979044|-79.5694893|380708N|0793320W|38.1188889|-79.5555556|509|1670|Green Valley|09/28/1979|
1484512|Jordan Run|Stream|VA|51|Bath|017|380247N|0794247W|38.0465154|-79.7131042|380527N|0794414W|38.0909591|-79.7372719|475|1558|Bath Alum|09/28/1979|
1484526|Katydid Trail|Trail|VA|51|Bath|017|380329N|0794844W|38.058181|-79.8122746|||||606|1988|Warm Springs|09/28/1979|
1484534|Kellison Hollow|Valley|VA|51|Bath|017|380611N|0795406W|38.1031795|-79.901723|380608N|0795526W|38.1022222|-79.9238889|574|1883|Mountain Grove|09/28/1979|
1484535|Kellison Ridge|Ridge|VA|51|Bath|017|380623N|0795455W|38.1065126|-79.9153347|||||872|2861|Mountain Grove|09/28/1979|
1484542|Kelly Run|Stream|VA|51|Bath|017|380805N|0794626W|38.1348471|-79.7739404|380850N|0794824W|38.1472222|-79.8066667|562|1844|Sunrise|09/28/1979|
1484648|Landes Hollow|Valley|VA|51|Bath|017|380225N|0795612W|38.040402|-79.9367239|380252N|0795652W|38.0477778|-79.9477778|564|1850|Mountain Grove|09/28/1979|
1484682|Laurel Branch|Stream|VA|51|Bath|017|380159N|0793634W|38.0331828|-79.60949|380359N|0793425W|38.0663889|-79.5736111|414|1358|Green Valley|09/28/1979|
1484721|Laurel Run|Stream|VA|51|Bath|017|380938N|0794004W|38.1606808|-79.6678261|381112N|0794026W|38.1866667|-79.6738889|717|2352|Burnsville|09/28/1979|
1484771|Left Prong Wilson Creek|Stream|VA|51|Bath|017|375643N|0794729W|37.9454048|-79.7914393|375515N|0795046W|37.9208333|-79.8461111|538|1765|Healing Springs|09/28/1979|
1484775|Lemon Hollow|Valley|VA|51|Bath|017|375943N|0795742W|37.9954023|-79.9617246|375908N|0795934W|37.9855556|-79.9927778|485|1591|Falling Spring|09/28/1979|
1484799|Lick Block Run|Stream|VA|51|Bath|017|375547N|0794852W|37.929849|-79.8144956|375614N|0795049W|37.9372222|-79.8469444|638|2093|Healing Springs|09/28/1979|
1484826|Lick Ridge|Ridge|VA|51|Bath|017|380708N|0793856W|38.1190148|-79.6489363|||||653|2142|Bath Alum|09/28/1979|
1484832|Lick Run|Stream|VA|51|Bath|017|375940N|0793750W|37.994572|-79.6306013|375506N|0793731W|37.9184619|-79.6253226|394|1293|Nimrod Hall|09/28/1979|
1484835|Lick Run Tunnel|Tunnel|VA|51|Bath|017|375759N|0793711W|37.9665169|-79.6197674|||||517|1696|Millboro|09/28/1979|
1484839|Lightner Cemetery|Cemetery|VA|51|Bath|017|381429N|0794615W|38.2415124|-79.7708855|||||674|2211|Sunrise|09/28/1979|
1484840|Lightner Run|Stream|VA|51|Bath|017|381357N|0794908W|38.2326232|-79.818943|381453N|0794948W|38.2480556|-79.83|879|2884|Sunrise|09/28/1979|
1484844|Limekiln Hollow|Valley|VA|51|Bath|017|380000N|0794345W|38.000127|-79.7292153|380104N|0794448W|38.0179045|-79.746716|485|1591|Nimrod Hall|09/28/1979|
1484845|Limekiln Run|Stream|VA|51|Bath|017|380617N|0794817W|38.1048471|-79.8047746|380811N|0794922W|38.1365132|-79.8228312|543|1781|Warm Springs|09/28/1979|
1484866|Little Back Creek|Stream|VA|51|Bath|017|380555N|0795307W|38.0987352|-79.8853335|381528N|0794846W|38.2579006|-79.8128319|536|1759|Mountain Grove|09/28/1979|
1484926|Little Mare Mountain|Summit|VA|51|Bath|017|375936N|0794708W|37.9934598|-79.7856062|||||1043|3422|Healing Springs|09/28/1979|
1484929|Little Mill Creek|Stream|VA|51|Bath|017|380309N|0793231W|38.0526273|-79.5419881|380625N|0792847W|38.1070714|-79.4797644|525|1722|Green Valley|09/28/1979|
1484934|Little Mountain|Range|VA|51|Bath|017|375831N|0795143W|37.9754036|-79.8619981|||||966|3169|Healing Springs|09/28/1979|
1484957|Little Piney Hollow|Valley|VA|51|Bath|017|380124N|0795700W|38.0234576|-79.9500578|380137N|0795748W|38.0269444|-79.9633333|530|1739|Mountain Grove|09/28/1979|
1484958|Little Piney Mountain|Summit|VA|51|Bath|017|380212N|0794542W|38.036793|-79.7617167|||||868|2848|Warm Springs|09/28/1979|
1484995|Little Valley|Valley|VA|51|Bath|017|381303N|0794040W|38.2176244|-79.6778268|381031N|0794200W|38.1752778|-79.7|679|2228|Burnsville|09/28/1979|
1484999|Little Valley Run|Stream|VA|51|Bath|017|381303N|0794040W|38.2176244|-79.6778268|381031N|0794200W|38.1752778|-79.7|679|2228|Burnsville|09/28/1979|
1485006|Little Wilson Creek|Stream|VA|51|Bath|017|375911N|0794250W|37.9865161|-79.713937|375919N|0794803W|37.9887375|-79.8008846|428|1404|Nimrod Hall|09/28/1979|
1485028|Lodge Trail|Trail|VA|51|Bath|017|375847N|0795950W|37.9798463|-79.9972816|||||711|2333|Falling Spring|09/28/1979|
1485065|Long Run|Stream|VA|51|Bath|017|381430N|0794624W|38.2417902|-79.7733856|381543N|0794754W|38.2620673|-79.7983869|650|2133|Sunrise|09/28/1979|
1485067|Long Spring Run|Stream|VA|51|Bath|017|381254N|0795005W|38.2151232|-79.8347767|381421N|0795026W|38.2391667|-79.8405556|820|2690|Sunrise|09/28/1979|
1485128|Lucy Cabin Hollow|Valley|VA|51|Bath|017|380340N|0795513W|38.0612353|-79.9203346|380340N|0795553W|38.0611111|-79.9313889|575|1886|Mountain Grove|09/28/1979|
1485152|Mad Sheep|Summit|VA|51|Bath|017|381410N|0795008W|38.2362341|-79.8356102|||||1287|4222|Sunrise|09/28/1979|
1485186|Mare Run|Stream|VA|51|Bath|017|380247N|0794247W|38.0465154|-79.7131042|375932N|0794814W|37.9923485|-79.8039404|475|1558|Bath Alum|09/28/1979|
1485187|Mare Run Trail|Trail|VA|51|Bath|017|380049N|0794703W|38.0137374|-79.7842174|||||829|2720|Warm Springs|09/28/1979|
1485196|Marshall Draft|Valley|VA|51|Bath|017|381046N|0793337W|38.17957|-79.560323|380930N|0793154W|38.1583333|-79.5316667|504|1654|Williamsville|09/28/1979|
1485197|Marshall Draft Trail|Trail|VA|51|Bath|017|381016N|0793234W|38.1712369|-79.5428224|||||668|2192|Williamsville|09/28/1979|
1485211|Mason Tunnel|Tunnel|VA|51|Bath|017|375721N|0793827W|37.9559613|-79.640879|||||497|1631|Nimrod Hall|09/28/1979|
1485259|McClintic Bridge|Bridge|VA|51|Bath|017|380141N|0795426W|38.0281803|-79.9072782|||||486|1594|Mountain Grove|09/28/1979|
1485261|McClung|Populated Place|VA|51|Bath|017|380311N|0794134W|38.0531821|-79.6928259|||||479|1572|Bath Alum|09/28/1979|
1485263|McClung Ridge|Ridge|VA|51|Bath|017|380326N|0794227W|38.0573486|-79.7075486|||||612|2008|Bath Alum|09/28/1979|
1485274|McCowan Spring|Populated Place|VA|51|Bath|017|380612N|0793430W|38.1034598|-79.5750451|||||523|1716|Green Valley|09/28/1979|
1485278|McCrays Draft|Valley|VA|51|Bath|017|381225N|0793244W|38.2070697|-79.5456005|381043N|0793141W|38.1786111|-79.5280556|503|1650|Williamsville|09/28/1979|
1485284|McDonald Trail|Trail|VA|51|Bath|017|380229N|0794943W|38.0415144|-79.828664|||||633|2077|Warm Springs|09/28/1979|
1485343|Meadow Knob|Summit|VA|51|Bath|017|380829N|0793556W|38.1415147|-79.598935|||||584|1916|Williamsville|09/28/1979|
1485344|Meadow Lick Hollow|Valley|VA|51|Bath|017|380106N|0795710W|38.0184576|-79.9528356|380118N|0795853W|38.0216667|-79.9813889|525|1722|Mountain Grove|09/28/1979|
1485360|Meva Cove|Valley|VA|51|Bath|017|380025N|0795733W|38.0070688|-79.9592246|380037N|0795756W|38.0102778|-79.9655556|508|1667|Mountain Grove|09/28/1979|
1485372|Middle Hollow Trail|Trail|VA|51|Bath|017|375440N|0794812W|37.9112383|-79.8033838|||||469|1539|Healing Springs|09/28/1979|
1485374|Middle Knob|Summit|VA|51|Bath|017|380603N|0794258W|38.100959|-79.7161603|||||863|2831|Bath Alum|09/28/1979|
1485377|Middle Mountain|Summit|VA|51|Bath|017|380136N|0794611W|38.026793|-79.7697726|||||911|2989|Warm Springs|09/28/1979|
1485380|Middle Mountain Trail|Trail|VA|51|Bath|017|375532N|0794845W|37.9256825|-79.8125511|||||804|2638|Healing Springs|09/28/1979|
1485395|Mikes Ridge|Ridge|VA|51|Bath|017|380454N|0794111W|38.0817928|-79.6864371|||||624|2047|Bath Alum|09/28/1979|
1485430|Mill Creek|Stream|VA|51|Bath|017|375915N|0795726W|37.9876246|-79.95728|380311N|0795526W|38.0531798|-79.9239458|482|1581|Falling Spring|09/28/1979|
1485434|Mill Creek|Stream|VA|51|Bath|017|375932N|0794016W|37.9923496|-79.6711581|375740N|0794458W|37.9612384|-79.7494932|384|1260|Nimrod Hall|09/28/1979|
1485436|Mill Creek Church|Church|VA|51|Bath|017|380240N|0793316W|38.0445717|-79.5544884|||||533|1749|Green Valley|09/28/1979|
1485453|Mill Run|Stream|VA|51|Bath|017|381137N|0794349W|38.1937356|-79.7303282|381143N|0794500W|38.1952778|-79.75|609|1998|Burnsville|09/28/1979|
1485457|Millboro Springs|Populated Place|VA|51|Bath|017|375945N|0793722W|37.9959609|-79.6228234|||||401|1316|Millboro|09/28/1979|
1485458|Millboro Tunnel|Tunnel|VA|51|Bath|017|375820N|0793638W|37.9723502|-79.6106005|||||528|1732|Millboro|09/28/1979|
1485485|Mine Hollow|Valley|VA|51|Bath|017|380722N|0794648W|38.1229028|-79.7800516|380642N|0794622W|38.1116667|-79.7727778|558|1831|Warm Springs|09/28/1979|
1485592|Mount Hope United Methodist Church|Church|VA|51|Bath|017|380247N|0795149W|38.0465139|-79.8636655|||||533|1749|Warm Springs|09/28/1979|06/11/2007
1485602|Mount Mary Cemetery|Cemetery|VA|51|Bath|017|380944N|0792759W|38.1623487|-79.466431|||||657|2155|Deerfield|09/28/1979|
1485610|Mount Olive Baptist Church|Church|VA|51|Bath|017|375801N|0795054W|37.9670704|-79.8483863|||||766|2513|Healing Springs|09/28/1979|06/11/2007
1485627|Mount Pisgah Baptist Church|Church|VA|51|Bath|017|380337N|0794838W|38.0604032|-79.8106078|||||618|2028|Warm Springs|09/28/1979|06/11/2007
1485666|Mount Zion Baptist Church|Church|VA|51|Bath|017|380004N|0793524W|38.0012388|-79.5900447|||||530|1739|Green Valley|09/28/1979|06/11/2007
1485687|Mountain Side Trail|Trail|VA|51|Bath|017|375421N|0794708W|37.9059608|-79.7856052|||||613|2011|Healing Springs|09/28/1979|
1485690|Mountain Top Trail|Trail|VA|51|Bath|017|375428N|0794651W|37.9079053|-79.7808828|||||766|2513|Healing Springs|09/28/1979|
1485691|Mountain Top Trail|Trail|VA|51|Bath|017|375923N|0795051W|37.989848|-79.8475532|||||961|3153|Healing Springs|09/28/1979|
1485723|Mud Lick Run|Stream|VA|51|Bath|017|381411N|0794647W|38.2365124|-79.7797748|381452N|0794752W|38.2477778|-79.7977778|644|2113|Sunrise|09/28/1979|
1485729|Mud Run|Stream|VA|51|Bath|017|375758N|0795757W|37.9662357|-79.9658912|375926N|0795851W|37.9905556|-79.9808333|482|1581|Falling Spring|09/28/1979|
1485743|Muddy Run|Stream|VA|51|Bath|017|380652N|0794736W|38.1145693|-79.7933854|380849N|0794312W|38.1470695|-79.7200497|549|1801|Warm Springs|09/28/1979|
1485744|Muddy Run Spring|Spring|VA|51|Bath|017|380623N|0794503W|38.1065184|-79.7507237|||||700|2297|Warm Springs|09/28/1979|04/19/2011
1485809|Neal Run|Stream|VA|51|Bath|017|380618N|0794847W|38.1051248|-79.8131083|380728N|0795013W|38.1244444|-79.8369444|540|1772|Warm Springs|09/28/1979|
1485814|Ned Hollow|Valley|VA|51|Bath|017|380918N|0794529W|38.1551248|-79.7581065|381021N|0794711W|38.1725|-79.7863889|581|1906|Sunrise|09/28/1979|
1485876|Nimrod Hall|Locale|VA|51|Bath|017|375759N|0794042W|37.9665166|-79.6783802|||||415|1362|Nimrod Hall|09/28/1979|
1485921|North Sister Knob|Summit|VA|51|Bath|017|380835N|0793326W|38.1431816|-79.5572671|||||1002|3287|Williamsville|09/28/1979|
1485932|O'Farrell Hollow|Valley|VA|51|Bath|017|380534N|0795336W|38.0929019|-79.8933892|380558N|0795517W|38.0994444|-79.9213889|540|1772|Mountain Grove|09/28/1979|
1485933|O'Roarke Draft|Valley|VA|51|Bath|017|380406N|0795303W|38.0684578|-79.884222|380627N|0795052W|38.1076244|-79.847832|515|1690|Mountain Grove|09/28/1979|
1485936|Oak Grove Church|Church|VA|51|Bath|017|375736N|0794516W|37.9601273|-79.7544934|||||477|1565|Healing Springs|09/28/1979|
1485958|Old Hump Ridge|Ridge|VA|51|Bath|017|381214N|0795257W|38.2040118|-79.8825563|||||1011|3317|Minnehaha Springs|09/28/1979|
1485986|Orchard Hollow|Valley|VA|51|Bath|017|380237N|0795559W|38.0437354|-79.9331127|380310N|0795736W|38.0527778|-79.96|580|1903|Mountain Grove|09/28/1979|
1485989|Orebank Trail|Trail|VA|51|Bath|017|375431N|0793804W|37.9087398|-79.6344893|||||637|2090|Nimrod Hall|09/28/1979|
1486026|Paddy Bee Tree Run|Stream|VA|51|Bath|017|380920N|0794058W|38.1556808|-79.6828265|380842N|0794041W|38.145|-79.6780556|741|2431|Burnsville|09/28/1979|
1486029|Paddy Lick|Stream|VA|51|Bath|017|381455N|0794541W|38.2487346|-79.7614408|381550N|0794725W|38.2640118|-79.7903311|656|2152|Sunrise|09/28/1979|
1486052|Panther Gap|Gap|VA|51|Bath|017|380016N|0793214W|38.0045723|-79.5372655|||||472|1549|Green Valley|09/28/1979|
1486053|Panther Gap Draft|Valley|VA|51|Bath|017|380034N|0793234W|38.0095722|-79.5428213|380208N|0793109W|38.0355556|-79.5191667|478|1568|Green Valley|09/28/1979|
1486058|Panther Run|Stream|VA|51|Bath|017|380110N|0794536W|38.0195709|-79.7600499|375949N|0794719W|37.9970709|-79.788662|617|2024|Warm Springs|09/28/1979|
1486174|Pheasanty Run|Stream|VA|51|Bath|017|381038N|0793452W|38.1773477|-79.5811569|381116N|0793606W|38.1877778|-79.6016667|481|1578|Williamsville|09/28/1979|
1486196|Pig Run|Stream|VA|51|Bath|017|380010N|0793706W|38.0029053|-79.6183789|380315N|0793351W|38.0541667|-79.5641667|397|1302|Green Valley|09/28/1979|
1486214|Pine Hollow|Valley|VA|51|Bath|017|380358N|0795446W|38.0662353|-79.9128343|380433N|0795711W|38.0758333|-79.9530556|548|1798|Mountain Grove|09/28/1979|
1486238|Pine Tree Trail|Trail|VA|51|Bath|017|375434N|0794857W|37.9095714|-79.8158843|||||589|1932|Healing Springs|09/28/1979|
1486266|Piney Ridge|Ridge|VA|51|Bath|017|381355N|0794347W|38.2320684|-79.7297729|||||1033|3389|Burnsville|09/28/1979|
1486315|Pole Run|Stream|VA|51|Bath|017|381038N|0794940W|38.177346|-79.8278318|380931N|0794838W|38.1586111|-79.8105556|595|1952|Sunrise|09/28/1979|
1486317|Polecat Hollow|Valley|VA|51|Bath|017|375615N|0794640W|37.9376273|-79.7778275|375547N|0794548W|37.9297222|-79.7633333|509|1670|Healing Springs|09/28/1979|
1486325|Pond Hollow|Valley|VA|51|Bath|017|380516N|0795343W|38.087902|-79.8953338|380540N|0795500W|38.0944444|-79.9166667|534|1752|Mountain Grove|09/28/1979|
1486353|Poplar Hollow|Valley|VA|51|Bath|017|375512N|0794741W|37.9201272|-79.7947724|375613N|0794751W|37.9369444|-79.7975|458|1503|Healing Springs|09/28/1979|
1486357|Poplar Hollow|Valley|VA|51|Bath|017|380743N|0793648W|38.128737|-79.6133797|380905N|0793755W|38.1515144|-79.6319915|463|1519|Williamsville|09/28/1979|
1486360|Port Lock Run|Stream|VA|51|Bath|017|380936N|0795051W|38.1601238|-79.8475546|380910N|0794920W|38.1527778|-79.8222222|576|1890|Sunrise|09/28/1979|
1486366|Porter Hollow|Valley|VA|51|Bath|017|380210N|0794426W|38.0362376|-79.7406049|380129N|0794431W|38.0247222|-79.7419444|535|1755|Bath Alum|09/28/1979|
1486372|Porters Mill Creek|Stream|VA|51|Bath|017|375726N|0794531W|37.9573495|-79.7586603|375844N|0794803W|37.9788889|-79.8008333|483|1585|Healing Springs|09/28/1979|
1486431|Pritt Hollow|Valley|VA|51|Bath|017|381240N|0794220W|38.2112355|-79.7056053|381214N|0794143W|38.2038889|-79.6952778|633|2077|Burnsville|09/28/1979|
1486432|Proctor Draft|Valley|VA|51|Bath|017|380120N|0793659W|38.0223495|-79.6164346|380252N|0793746W|38.0479047|-79.6294906|408|1339|Green Valley|09/28/1979|
1486486|Rail Hollow|Valley|VA|51|Bath|017|380856N|0793538W|38.1490147|-79.5939349|380831N|0793340W|38.1419444|-79.5611111|473|1552|Williamsville|09/28/1979|
1486515|Rattlesnake Hollow|Valley|VA|51|Bath|017|380742N|0795501W|38.1284567|-79.9170016|380803N|0795525W|38.1341667|-79.9236111|590|1936|Minnehaha Springs|09/28/1979|
1486544|Red Swamp|Stream|VA|51|Bath|017|380436N|0794231W|38.0767928|-79.7086599|380416N|0794303W|38.0711111|-79.7175|520|1706|Bath Alum|09/28/1979|
1486566|Rehobeth United Methodist Church|Church|VA|51|Bath|017|380201N|0793523W|38.0337384|-79.5897672|||||483|1585|Green Valley|09/28/1979|06/11/2007
1486573|Revercomb Hollow|Valley|VA|51|Bath|017|380053N|0795720W|38.0148465|-79.9556134|380114N|0795801W|38.0205556|-79.9669444|517|1696|Mountain Grove|09/28/1979|
1486597|Richardson Gorge|Valley|VA|51|Bath|017|380141N|0795409W|38.0281804|-79.9025558|380243N|0795216W|38.0454027|-79.8711658|496|1627|Mountain Grove|09/28/1979|
1486627|Ritchie Trail|Trail|VA|51|Bath|017|380125N|0794930W|38.0237368|-79.8250526|||||706|2316|Warm Springs|09/28/1979|
1486745|Rocky Ridge|Ridge|VA|51|Bath|017|380908N|0794456W|38.1523471|-79.7489395|||||912|2992|Burnsville|09/28/1979|
1486749|Rocky Run|Stream|VA|51|Bath|017|381028N|0794432W|38.1745691|-79.7422728|380837N|0794425W|38.1436111|-79.7402778|592|1942|Burnsville|09/28/1979|
1486776|Ross Camp Hollow|Valley|VA|51|Bath|017|375438N|0794744W|37.9106829|-79.7956057|375442N|0794700W|37.9116667|-79.7833333|449|1473|Healing Springs|09/28/1979|
1486777|Ross Camp Trail|Trail|VA|51|Bath|017|375444N|0794719W|37.9123496|-79.788661|||||513|1683|Healing Springs|09/28/1979|
1486785|Round Hill|Summit|VA|51|Bath|017|381201N|0793532W|38.2004029|-79.5922685|||||742|2434|Williamsville|09/28/1979|
1486798|Rowan Run|Stream|VA|51|Bath|017|380249N|0795211W|38.0470693|-79.8697768|380050N|0795013W|38.0138889|-79.8369444|505|1657|Warm Springs|09/28/1979|
1486834|Ryder Gap|Gap|VA|51|Bath|017|380725N|0795635W|38.1237343|-79.9431137|||||767|2516|Mountain Grove|09/28/1979|
1486835|Ryder Hollow|Valley|VA|51|Bath|017|380728N|0795559W|38.1245677|-79.9331133|380815N|0795545W|38.1376232|-79.9292243|636|2087|Mountain Grove|09/28/1979|
1486836|Ryder Run|Stream|VA|51|Bath|017|380634N|0795235W|38.1095685|-79.8764443|380703N|0795357W|38.1175|-79.8991667|544|1785|Mountain Grove|09/28/1979|
1486900|Salt Hollow|Valley|VA|51|Bath|017|375501N|0794543W|37.9170721|-79.7619932|375542N|0794528W|37.9283333|-79.7577778|415|1362|Healing Springs|09/28/1979|
1486903|Salt Pond Ridge|Ridge|VA|51|Bath|017|375827N|0794608W|37.9742937|-79.7689387|||||623|2044|Healing Springs|09/28/1979|
1486904|Salt Pond Ridge Trail|Trail|VA|51|Bath|017|375853N|0794711W|37.9815156|-79.7864395|||||768|2520|Healing Springs|09/28/1979|
1486905|Salt Stump Hollow|Valley|VA|51|Bath|017|375503N|0794745W|37.9176272|-79.7958836|375536N|0794826W|37.9266667|-79.8072222|455|1493|Healing Springs|09/28/1979|
1486906|Salt Stump Trail|Trail|VA|51|Bath|017|375458N|0794847W|37.9162381|-79.8131065|||||664|2178|Healing Springs|09/28/1979|
1486916|Sand Hollow|Valley|VA|51|Bath|017|380647N|0795226W|38.1131797|-79.8739442|380651N|0795118W|38.1141667|-79.855|545|1788|Warm Springs|09/28/1979|
1486923|Sand Springs|Spring|VA|51|Bath|017|375352N|0795059W|37.8976544|-79.8497736|||||712|2336|Healing Springs|09/28/1979|04/19/2011
1486936|Sandy Gap|Gap|VA|51|Bath|017|375459N|0795132W|37.9165153|-79.8589418|||||1190|3904|Healing Springs|09/28/1979|
1486937|Sandy Gap Trail|Trail|VA|51|Bath|017|375451N|0795040W|37.9142933|-79.8444967|||||950|3117|Healing Springs|09/28/1979|
1486942|Sapling Woods Hollow|Valley|VA|51|Bath|017|380657N|0795450W|38.1159569|-79.9139458|380735N|0795352W|38.1265126|-79.8978342|575|1886|Mountain Grove|09/28/1979|
1486951|Saw Pit Hollow|Valley|VA|51|Bath|017|381318N|0794728W|38.2217903|-79.791164|381410N|0794831W|38.2361111|-79.8086111|611|2005|Sunrise|09/28/1979|
1486958|Sawmill Run|Stream|VA|51|Bath|017|381228N|0794803W|38.2079015|-79.8008864|381132N|0794629W|38.1922222|-79.7747222|611|2005|Sunrise|09/28/1979|
1486964|Schoolhouse Hollow|Valley|VA|51|Bath|017|380207N|0795629W|38.0354021|-79.9414464|380232N|0795743W|38.0422222|-79.9619444|549|1801|Mountain Grove|09/28/1979|
1486965|Schoolhouse Hollow|Valley|VA|51|Bath|017|380831N|0795426W|38.1420678|-79.9072791|380907N|0795514W|38.1519444|-79.9205556|599|1965|Minnehaha Springs|09/28/1979|
1486966|Schoolhouse Run|Stream|VA|51|Bath|017|381035N|0794950W|38.1765127|-79.8306096|381146N|0795028W|38.1961111|-79.8411111|592|1942|Sunrise|09/28/1979|
1486967|Scotchtown Draft|Valley|VA|51|Bath|017|380902N|0793559W|38.1506813|-79.5997684|380740N|0793357W|38.1277778|-79.5658333|466|1529|Williamsville|09/28/1979|
1486991|Second Hollow|Valley|VA|51|Bath|017|375435N|0794810W|37.9098494|-79.8028283|375450N|0794907W|37.9138889|-79.8186111|459|1506|Healing Springs|09/28/1979|
1487037|Chesnut Ridge|Ridge|VA|51|Bath|017|381153N|0793705W|38.1981806|-79.6181026|||||789|2589|Williamsville|09/28/1979|
1487052|Little Mountain|Range|VA|51|Bath|017|381324N|0794856W|38.2234566|-79.8156093|||||1108|3635|Sunrise|09/28/1979|
1487072|Piney Mountain Trail|Trail|VA|51|Bath|017|380516N|0794501W|38.0879035|-79.7503279|||||1038|3405|Warm Springs|09/28/1979|
1487080|South Fork Pads Creek|Stream|VA|51|Bath|017|375310N|0794205W|37.8862396|-79.7014355|375514N|0793748W|37.9205556|-79.63|379|1243|Nimrod Hall|09/28/1979|
1487089|Walker Mountain|Range|VA|51|Bath|017|380920N|0792623W|38.1556824|-79.4397634|||||981|3218|Deerfield|09/28/1979|
1487116|Yellow Poplar Hollow|Valley|VA|51|Bath|017|380215N|0795620W|38.0376243|-79.9389463|380249N|0795754W|38.0469444|-79.965|556|1824|Mountain Grove|09/28/1979|
1487143|Zion Hill Church|Church|VA|51|Bath|017|381258N|0794725W|38.2162348|-79.7903306|||||611|2005|Sunrise|09/28/1979|
1487147|Shanty Ridge|Ridge|VA|51|Bath|017|381128N|0793448W|38.1912364|-79.5800459|||||636|2087|Williamsville|09/28/1979|
1487197|Shiloh United Methodist Church|Church|VA|51|Bath|017|380514N|0793900W|38.0873485|-79.6500472|||||456|1496|Bath Alum|09/28/1979|06/11/2007
1487203|Shingle Tree Hollow|Valley|VA|51|Bath|017|380102N|0794340W|38.017349|-79.7278266|380120N|0794435W|38.0222222|-79.7430556|552|1811|Bath Alum|09/28/1979|
1487212|Shop Hollow|Valley|VA|51|Bath|017|381016N|0795307W|38.1712344|-79.885334|381122N|0795407W|38.1894444|-79.9019444|660|2165|Minnehaha Springs|09/28/1979|
1487223|Short Ridge|Ridge|VA|51|Bath|017|380928N|0793016W|38.1579039|-79.5044878|||||953|3127|Williamsville|09/28/1979|
1487254|Simpson Ridges|Ridge|VA|51|Bath|017|380147N|0794007W|38.0298491|-79.6686583|||||504|1654|Bath Alum|09/28/1979|
1487270|Sively Cemetery|Cemetery|VA|51|Bath|017|380921N|0795042W|38.1559572|-79.8450545|||||596|1955|Sunrise|09/28/1979|
1487307|Slaty Lick Draft|Valley|VA|51|Bath|017|381044N|0793412W|38.1790144|-79.5700455|380942N|0793250W|38.1616667|-79.5472222|482|1581|Williamsville|09/28/1979|
1487316|Slim Ridge|Ridge|VA|51|Bath|017|375631N|0794558W|37.9420718|-79.7661604|||||554|1818|Healing Springs|09/28/1979|
1487317|Slim Ridge Branch|Stream|VA|51|Bath|017|375703N|0794606W|37.9509605|-79.7683828|375746N|0794724W|37.9627778|-79.79|505|1657|Healing Springs|09/28/1979|
1487318|Slim Ridge Hollow|Valley|VA|51|Bath|017|375633N|0794627W|37.9426272|-79.7742162|375626N|0794547W|37.9405556|-79.7630556|524|1719|Healing Springs|09/28/1979|
